Código da Instalação de Transporte;Nome da Instalação de Transporte;Nome da Instalação de Gasoduto;Código da Instalação de Gasoduto;Tipo da Instalação do Gasoduto;Nome do Município da Instalação de Gasoduto;Nome da UF da Instalação de Gasoduto;Nome do Operador da Instalação de Gasoduto;Código do Operador da Instalação de Gasoduto;Nome do Carregador que usa a Instalação de Gasoduto;Código do Carregador que usa a Instalação de Gasoduto;Nome do Contrato da Instalação do Gasoduto;Nome da variável;01/07/2021;02/07/2021;03/07/2021;04/07/2021;05/07/2021;06/07/2021;07/07/2021;08/07/2021;09/07/2021;10/07/2021;11/07/2021;12/07/2021;13/07/2021;14/07/2021;15/07/2021;16/07/2021;17/07/2021;18/07/2021;19/07/2021;20/07/2021;21/07/2021;22/07/2021;23/07/2021;24/07/2021;25/07/2021;26/07/2021;27/07/2021;28/07/2021;29/07/2021;30/07/2021;31/07/2021
700549;GASAN II;Interconexão ESBC (GASAN II >> GASAN);222742;Ponto de Entrega;São Bernardo do Campo;SP;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Alocação;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
700549;GASAN II;Interconexão ESBC (GASAN II >> GASAN);222742;Ponto de Entrega;São Bernardo do Campo;SP;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Pressão Média;47,72;47,71;47,82;47,83;47,84;47,74;47,72;47,76;47,83;47,75;47,83;47,77;47,69;47,78;47,81;47,83;47,83;47,70;47,80;48,97;48,92;49,07;48,97;49,05;48,97;49,03;48,96;49,04;48,98;49,06;48,91
700549;GASAN II;São Bernardo do Campo II;222739;Ponto de Entrega;São Bernardo do Campo;SP;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Volume Solicitado;1082,32;1084,56;1061,42;999,61;1274,97;1102,22;1118,45;1279,85;1084,56;1050,00;410,00;554,97;561,44;558,03;522,32;524,56;570,00;903,33;1054,97;1107,50;1168,95;1098,51;1142,80;1129,60;1034,00;1165,26;1136,02;1025,04;987,00;1103,09;1260,00
700549;GASAN II;São Bernardo do Campo II;222739;Ponto de Entrega;São Bernardo do Campo;SP;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Volume Programado;1082,32;1084,56;1061,42;999,61;1274,97;1102,22;1118,45;1279,85;1084,56;1050,00;410,00;554,97;561,44;558,03;522,32;524,56;570,00;903,33;1054,97;1107,50;1168,95;1098,51;1142,80;1129,60;1034,00;1165,26;1136,02;1025,04;987,00;1103,09;1260,00
700549;GASAN II;São Bernardo do Campo II;222739;Ponto de Entrega;São Bernardo do Campo;SP;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Volume Realizado;1236,47;1262,38;1120,56;1070,45;1369,70;1211,65;1260,11;1331,61;1084,05;997,41;480,68;713,83;697,68;710,92;666,64;668,60;556,70;670,39;1067,35;1240,73;1273,86;1280,82;1268,24;1126,82;1021,70;1210,83;1144,93;1044,15;1002,01;1341,18;1222,69
700549;GASAN II;São Bernardo do Campo II;222739;Ponto de Entrega;São Bernardo do Campo;SP;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Alocação;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
700549;GASAN II;São Bernardo do Campo II;222739;Ponto de Entrega;São Bernardo do Campo;SP;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Pressão Média;62,33;62,11;63,18;64,76;64,15;63,38;63,24;61,93;62,98;63,12;64,63;64,91;64,20;65,83;65,09;65,89;65,78;65,91;63,09;60,59;60,00;54,62;65,14;64,52;65,20;65,33;65,40;65,16;65,23;64,25;63,19
700545;GASBEL II;;;;;;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;;Gás de Uso no Sistema;1364,10;1379,80;1317,07;1400,08;1314,86;1358,73;1308,50;1317,65;1284,97;1356,74;1738,65;1825,25;1794,21;1693,10;1886,43;1945,62;1972,49;1882,91;1854,63;1465,95;1681,75;1419,62;1512,66;1550,78;1693,70;1728,92;1768,93;1723,24;2092,50;1997,64;1899,33
700545;GASBEL II;;;;;;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;;Gás Não Contado;1364,10;1379,80;1317,07;1400,08;1314,86;1358,73;1308,50;1317,65;1284,97;1356,74;1738,65;1825,25;1794,21;1693,10;1886,43;1945,62;1972,49;1882,91;1854,63;1465,95;1681,75;1419,62;1512,66;1550,78;1693,70;1728,92;1768,93;1723,24;2092,50;1997,64;1899,33
700545;GASBEL II;;;;;;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;;Perdas Operacionais;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
700545;GASBEL II;;;;;;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;;Perdas Extraordinárias;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
700545;GASBEL II;;;;;;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;;Desequilibrio Diário;147,68;-117,62;-154,21;64,17;188,61;-202,92;3,56;9,59;228,94;-43,14;69,17;-85,93;-56,36;125,64;89,38;-73,58;31,99;-136,46;5,67;63,88;-94,90;-112,42;73,96;-7,70;102,81;-30,95;-81,12;259,44;-143,44;-176,05;159,29
700545;GASBEL II;;;;;;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;;Desequilíbrio Diário Acumulado;256,30;138,69;-15,52;48,66;237,26;34,34;37,90;47,49;276,43;233,29;302,46;216,53;160,16;285,81;375,19;301,61;333,60;197,14;202,81;266,69;171,79;59,37;133,34;125,64;228,45;197,51;116,38;375,83;232,39;56,34;215,63
700545;GASBEL II;;;;;;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;;Empacotamento;2531,88;2679,53;2561,93;2407,75;2471,92;2660,86;2457,60;2461,16;2470,75;2699,65;2656,52;2725,68;2639,76;2626,42;2709,03;2798,40;2724,00;2766,43;2620,38;2626,05;2689,92;2595,03;2482,63;2556,58;2548,89;2651,69;2620,75;2539,63;2799,04;2655,60;2515,63
700545;GASBEL II;Interconexão Volta Redonda (GASCAR >> GASBEL II);221875;Ponto de Recebimento;Volta Redonda;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Volume Solicitado;3571,00;3571,00;3571,00;3721,00;3721,00;3721,00;3721,00;3721,00;3671,00;3671,00;3671,00;3671,00;3721,00;3721,00;3721,00;3721,00;3721,00;3721,00;3721,00;3104,00;3721,00;3721,00;3721,00;3771,00;3771,00;3771,00;3821,00;3771,00;0,00;0,00;0,00
700545;GASBEL II;Interconexão Volta Redonda (GASCAR >> GASBEL II);221875;Ponto de Recebimento;Volta Redonda;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Volume Programado;3571,00;3571,00;3571,00;3721,00;3721,00;3721,00;3721,00;3721,00;3671,00;3671,00;3671,00;3671,00;3721,00;3721,00;3721,00;3721,00;3721,00;3721,00;3721,00;3104,00;3721,00;3721,00;3721,00;3771,00;3771,00;3771,00;3821,00;3771,00;0,00;0,00;0,00
700545;GASBEL II;Interconexão Volta Redonda (GASCAR >> GASBEL II);221875;Ponto de Recebimento;Volta Redonda;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Volume Realizado;4051,88;3753,88;3695,03;3778,87;3961,12;3702,42;3811,07;3682,88;3977,82;3811,33;4157,01;4090,67;4253,61;4321,38;4324,02;4235,16;4356,44;4088,80;4269,06;3352,83;3764,24;3621,73;4081,88;3983,59;4099,88;4058,08;4045,48;4251,61;4251,61;4251,61;4251,61
700545;GASBEL II;Interconexão Volta Redonda (GASCAR >> GASBEL II);221875;Ponto de Recebimento;Volta Redonda;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Alocação;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
700545;GASBEL II;Interconexão Volta Redonda (GASCAR >> GASBEL II);221875;Ponto de Recebimento;Volta Redonda;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Pressão Média;67,25;75,19;67,72;62,49;63,36;73,33;63,92;63,38;63,38;75,78;70,68;73,67;69,24;69,47;72,88;76,41;74,44;75,75;69,06;69,42;71,93;66,81;64,47;67,39;66,44;70,81;69,35;66,35;77,11;77,11;77,11
700545;GASBEL II;Interconexão Queluzito (GASBEL II >> GASBEL);222612;Ponto de Entrega;Queluzito;MG;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Volume Solicitado;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
700545;GASBEL II;Interconexão Queluzito (GASBEL II >> GASBEL);222612;Ponto de Entrega;Queluzito;MG;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Volume Programado;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
700545;GASBEL II;Interconexão Queluzito (GASBEL II >> GASBEL);222612;Ponto de Entrega;Queluzito;MG;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Volume Realizado;2540,10;2491,70;2532,17;2314,62;2457,66;2546,61;2499,01;2355,64;2463,92;2497,72;2349,18;2351,36;2515,76;2502,64;2348,20;2363,12;2351,96;2342,35;2408,76;1823,00;2177,39;2314,52;2495,26;2440,51;2303,37;2360,10;2357,67;2268,92;2302,55;2430,02;2192,99
700545;GASBEL II;Interconexão Queluzito (GASBEL II >> GASBEL);222612;Ponto de Entrega;Queluzito;MG;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Alocação;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
700545;GASBEL II;Interconexão Queluzito (GASBEL II >> GASBEL);222612;Ponto de Entrega;Queluzito;MG;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Pressão Média;47,92;48,34;48,67;49,17;49,26;48,98;48,53;49,52;49,64;48,48;49,56;49,06;49,37;47,86;49,49;49,96;48,30;49,78;49,12;49,76;47,78;49,84;48,40;48,48;49,64;49,30;49,43;48,97;49,39;49,47;49,15
700542;GASJAP;;;;;;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;;Gás de Uso no Sistema;838,90;926,55;878,30;642,44;772,31;805,13;834,04;929,71;896,26;856,80;682,51;821,18;870,68;790,83;785,23;814,22;656,01;536,91;735,66;830,32;819,23;792,36;780,17;709,38;601,98;702,65;709,41;748,00;857,11;908,61;766,14
700542;GASJAP;;;;;;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;;Gás Não Contado;836,40;924,05;875,80;639,94;769,81;802,63;831,54;927,21;893,76;854,30;680,01;818,68;868,18;788,33;782,73;811,72;653,51;534,41;733,16;827,82;816,73;789,86;777,67;706,88;599,48;700,15;706,91;745,50;854,61;906,11;763,64
700542;GASJAP;;;;;;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;;Perdas Operacionais;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
700542;GASJAP;;;;;;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;;Perdas Extraordinárias;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
700542;GASJAP;;;;;;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;;Desequilibrio Diário;135,70;-133,82;-89,94;95,60;100,99;-160,35;-19,02;66,44;217,33;-148,87;69,39;-59,26;-14,78;43,00;82,17;-31,60;3,65;-122,40;63,28;47,95;-117,03;-41,46;18,20;-38,01;83,69;-53,98;-18,55;181,10;-162,45;-71,86;84,83
700542;GASJAP;;;;;;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;;Desequilíbrio Diário Acumulado;417,86;284,05;194,11;289,71;390,69;230,34;211,32;277,76;495,08;346,21;415,60;356,35;341,57;384,56;466,73;435,13;438,78;316,38;379,66;427,61;310,58;269,12;287,32;249,31;332,99;279,01;260,46;441,56;279,11;207,25;292,08
700542;GASJAP;;;;;;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;;Empacotamento;1432,26;1567,94;1434,14;1344,22;1439,80;1540,66;1380,45;1361,43;1427,85;1645,15;1496,30;1565,68;1506,43;1466,21;1534,65;1616,80;1585,20;1606,72;1466,48;1529,75;1577,69;1460,68;1419,22;1437,42;1399,41;1483,08;1429,11;1410,56;1591,64;1451,26;1398,83
700542;GASJAP;Interconexão Campos Elíseos II (EDG Campos Elíseos >> GASJAP);221893;Ponto de Recebimento;Duque de Caxias;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Volume Solicitado;17835,00;18004,00;16763,00;16654,00;18950,00;18132,00;18589,00;18522,00;20080,00;18718,00;17303,00;18437,00;19423,00;16003,00;16262,00;17954,00;18078,00;17752,00;17752,00;19621,00;19539,00;21273,00;16931,00;17092,00;15970,00;15452,00;15045,00;15400,00;1784,83;3360,00;3305,00
700542;GASJAP;Interconexão Campos Elíseos II (EDG Campos Elíseos >> GASJAP);221893;Ponto de Recebimento;Duque de Caxias;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Volume Programado;17835,00;18004,00;16763,00;16654,00;18950,00;18132,00;18589,00;18522,00;20080,00;18718,00;17303,00;18437,00;19423,00;16003,00;16262,00;17954,00;18078,00;17752,00;17752,00;19621,00;19539,00;21273,00;16931,00;17092,00;15970,00;15452,00;15045,00;15400,00;1784,83;3360,00;3305,00
700542;GASJAP;Interconexão Campos Elíseos II (EDG Campos Elíseos >> GASJAP);221893;Ponto de Recebimento;Duque de Caxias;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Volume Realizado;18049,25;18483,33;18833,38;20641,92;18815,28;17959,23;18118,26;19917,23;21531,29;18713,59;17700,05;19478,99;19118,45;19236,42;17788,47;18501,86;17759,31;17154,19;19194,95;17837,97;21020,40;21086,39;19497,56;17849,27;16658,51;16189,38;16784,06;15552,88;15645,57;16546,36;18550,81
700542;GASJAP;Interconexão Campos Elíseos II (EDG Campos Elíseos >> GASJAP);221893;Ponto de Recebimento;Duque de Caxias;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Alocação;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
700542;GASJAP;Interconexão Campos Elíseos II (EDG Campos Elíseos >> GASJAP);221893;Ponto de Recebimento;Duque de Caxias;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Pressão Média;78,42;85,87;79,37;76,38;81,73;84,60;77,55;76,76;80,28;89,35;81,82;85,57;83,13;82,82;84,53;88,07;86,94;88,31;81,78;84,82;86,66;81,61;79,82;79,63;77,67;81,42;79,05;79,02;85,92;78,24;76,03
700542;GASJAP;Interconexão Japeri (EDG Japeri >> GASJAP);221892;Ponto de Recebimento;Japeri;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Volume Solicitado;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1520,17;0,00;0,00
700542;GASJAP;Interconexão Japeri (EDG Japeri >> GASJAP);221892;Ponto de Recebimento;Japeri;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Volume Programado;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1520,17;0,00;0,00
700542;GASJAP;Interconexão Japeri (EDG Japeri >> GASJAP);221892;Ponto de Recebimento;Japeri;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Volume Realizado;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
700542;GASJAP;Interconexão Japeri (EDG Japeri >> GASJAP);221892;Ponto de Recebimento;Japeri;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Alocação;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
700542;GASJAP;Interconexão Japeri (EDG Japeri >> GASJAP);221892;Ponto de Recebimento;Japeri;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Pressão Média;73,62;79,18;72,05;67,30;71,02;77,56;68,64;68,12;70,67;81,35;75,32;78,55;75,00;74,76;77,43;81,36;79,45;80,76;74,33;75,79;78,06;72,92;70,48;72,08;70,67;75,15;73,05;71,21;80,76;73,18;68,32
700542;GASJAP;Duque de Caxias;221937;Ponto de Entrega;Duque de Caxias;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Volume Solicitado;858,00;940,00;905,00;557,10;820,00;830,00;840,00;875,00;860,00;880,00;690,00;820,00;893,00;794,00;850,00;890,00;850,00;540,00;792,00;830,00;840,00;795,00;860,00;669,75;630,00;820,00;830,00;794,00;805,00;860,00;805,00
700542;GASJAP;Duque de Caxias;221937;Ponto de Entrega;Duque de Caxias;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Volume Programado;858,00;940,00;905,00;557,10;820,00;830,00;840,00;875,00;860,00;880,00;690,00;820,00;893,00;794,00;850,00;890,00;850,00;540,00;792,00;830,00;840,00;795,00;860,00;669,75;630,00;820,00;830,00;794,00;805,00;860,00;805,00
700542;GASJAP;Duque de Caxias;221937;Ponto de Entrega;Duque de Caxias;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Volume Realizado;863,76;924,07;864,14;633,36;796,24;810,77;841,00;896,60;922,90;876,51;669,10;815,25;906,51;807,92;790,25;813,68;678,88;530,07;734,33;826,66;830,39;790,70;778,18;705,42;602,67;697,01;706,28;753,04;844,92;903,82;765,64
700542;GASJAP;Duque de Caxias;221937;Ponto de Entrega;Duque de Caxias;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Alocação;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
700542;GASJAP;Duque de Caxias;221937;Ponto de Entrega;Duque de Caxias;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Pressão Média;76,63;84,17;77,63;74,27;79,43;82,84;75,53;74,73;78,04;87,33;80,20;83,77;81,20;80,85;82,68;86,30;85,10;86,40;80,02;82,75;84,65;79,58;77,70;77,79;75,93;79,78;77,42;77,14;84,39;76,88;74,09
700542;GASJAP;Interconexão Campos Elíseos II (GASJAP >> EDG Campos Elíseos);221935;Ponto de Entrega;Duque de Caxias;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Volume Solicitado;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
700542;GASJAP;Interconexão Campos Elíseos II (GASJAP >> EDG Campos Elíseos);221935;Ponto de Entrega;Duque de Caxias;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Volume Programado;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
700542;GASJAP;Interconexão Campos Elíseos II (GASJAP >> EDG Campos Elíseos);221935;Ponto de Entrega;Duque de Caxias;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Volume Realizado;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
700542;GASJAP;Interconexão Campos Elíseos II (GASJAP >> EDG Campos Elíseos);221935;Ponto de Entrega;Duque de Caxias;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Alocação;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
700542;GASJAP;Interconexão Campos Elíseos II (GASJAP >> EDG Campos Elíseos);221935;Ponto de Entrega;Duque de Caxias;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Pressão Média;78,42;85,87;79,37;76,38;81,73;84,60;77,55;76,76;80,28;89,35;81,82;85,57;83,13;82,82;84,53;88,07;86,94;88,31;81,78;84,82;86,66;81,61;79,82;79,63;77,67;81,42;79,05;79,02;85,92;78,24;76,03
700542;GASJAP;Interconexão Japeri (GASJAP >> EDG Japeri);221894;Ponto de Entrega;Japeri;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Volume Solicitado;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
700542;GASJAP;Interconexão Japeri (GASJAP >> EDG Japeri);221894;Ponto de Entrega;Japeri;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Volume Programado;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
700542;GASJAP;Interconexão Japeri (GASJAP >> EDG Japeri);221894;Ponto de Entrega;Japeri;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Volume Realizado;15979,41;15354,24;15688,28;17535,84;15571,03;14925,24;14927,98;16569,72;18101,14;15686,35;14604,07;16401,05;15964,35;16122,90;14646,18;15422,41;14767,74;14413,02;16044,98;14569,87;17902,27;17950,49;16338,15;14834,63;13644,00;13254,99;13852,06;12270,61;12556,61;13293,26;15286,18
700542;GASJAP;Interconexão Japeri (GASJAP >> EDG Japeri);221894;Ponto de Entrega;Japeri;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Alocação;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
700542;GASJAP;Interconexão Japeri (GASJAP >> EDG Japeri);221894;Ponto de Entrega;Japeri;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Malhas II;Pressão Média;73,62;79,18;72,05;67,30;71,02;77,56;68,64;68,12;70,67;81,35;75,32;78,55;75,00;74,76;77,43;81,36;79,45;80,76;74,33;75,79;78,06;72,92;70,48;72,08;70,67;75,15;73,05;71,21;80,76;73,18;68,32
